student_id,name,subject,slot,section_label,status
10101,10101,윤리와 사상,,,unassigned
10101,10101,매체 의사소통,,,unassigned
10101,10101,화법과 언어,,,unassigned
10101,10101,음악과 미디어,,,unassigned
10101,10101,인간과 심리,,,unassigned
10101,10101,보건,,,unassigned
10101,10101,현대사회와 윤리,,,unassigned
10101,10101,기후변화와 환경생태,,,unassigned
10101,10101,주제 탐구 독서,c,주제 탐구 독서_c_1,assigned
10101,10101,인간과 철학,f,인간과 철학_f_1,assigned
10101,10101,생태와 환경,,,unassigned
10101,10101,정치,g,정치_g_1,assigned
10101,10101,윤리문제 탐구,,,unassigned
10101,10101,과학의 역사와 문화,,,unassigned
10101,10101,생명과학,i,생명과학_i_1,assigned
10101,10101,독서 토론과 글쓰기,,,unassigned
10101,10101,생물의 유전,a,생물의 유전_a_1,assigned
10101,10101,인문학과 윤리,h,인문학과 윤리_h_1,assigned
10101,10101,세포와 물질대사,b,세포와 물질대사_b_1,assigned
10101,10101,마케팅과 광고,j,마케팅과 광고_j_1,assigned
10101,10101,세계 문화와 영어,d,세계 문화와 영어_d_1,assigned
10101,10101,언어생활 탐구,e,언어생활 탐구_e_1,assigned
10102,10102,사회문제 탐구,,,unassigned
10102,10102,매체 의사소통,,,unassigned
10102,10102,화법과 언어,,,unassigned
10102,10102,인간과 심리,,,unassigned
10102,10102,직무 의사소통,c,직무 의사소통_c_1,assigned
10102,10102,보건,g,보건_g_1,assigned
10102,10102,미술과 매체,i,미술과 매체_i_1,assigned
10102,10102,현대사회와 윤리,h,현대사회와 윤리_h_1,assigned
10102,10102,실생활 영어 회화,,,unassigned
10102,10102,기후변화와 환경생태,,,unassigned
10102,10102,주제 탐구 독서,d,주제 탐구 독서_d_1,assigned
10102,10102,생태와 환경,j,생태와 환경_j_1,assigned
10102,10102,윤리문제 탐구,,,unassigned
10102,10102,생명과학,,,unassigned
10102,10102,교육의 이해,,,unassigned
10102,10102,미술 창작,e,미술 창작_e_1,assigned
10102,10102,생물의 유전,,,unassigned
10102,10102,데이터 과학,f,데이터 과학_f_1,assigned
10102,10102,세포와 물질대사,b,세포와 물질대사_b_1,assigned
10102,10102,화학,,,unassigned
10102,10102,물질과 에너지,a,물질과 에너지_a_1,assigned
10102,10102,화학 반응의 세계,,,unassigned
10103,10103,사회문제 탐구,,,unassigned
10103,10103,화법과 언어,,,unassigned
10103,10103,영어Ⅱ,,,unassigned
